Timestamp;Measured energy production (MWh);Installed power (MW);Hours of storage
2022-08-17 16;145.39;249.5;37.5
2022-08-17 17;147.38;249.5;37.5
2022-08-17 18;134.25;249.5;37.5
2022-08-17 19;122.67;249.5;37.5
2022-08-17 20;120.81;249.5;37.5
2022-08-17 21;120.17;249.5;37.5
2022-08-17 22;119.75;249.5;37.5
2022-08-17 23;93.93;249.5;37.5
2022-08-18 00;90.05;249.5;37.5
2022-08-18 01;89.32;249.5;37.5
2022-08-18 02;51.91;249.5;37.5
2022-08-18 03;29.75;249.5;37.5
2022-08-18 04;28.1;249.5;37.5
2022-08-18 05;27.84;249.5;37.5
2022-08-18 06;19.37;249.5;37.5
2022-08-18 07;58.17;249.5;37.5
2022-08-18 08;170.58;249.5;37.5
2022-08-18 09;181.8;249.5;37.5
2022-08-18 10;180.09;249.5;37.5
2022-08-18 11;179.01;249.5;37.5
2022-08-18 12;180.56;249.5;37.5
2022-08-18 13;180.46;249.5;37.5
2022-08-18 14;180.86;249.5;37.5
2022-08-18 15;181.83;249.5;37.5
2022-08-18 16;181.03;249.5;37.5
2022-08-18 17;179.34;249.5;37.5
2022-08-18 18;140.44;249.5;37.5
2022-08-18 19;125.17;249.5;37.5
2022-08-18 20;123.55;249.5;37.5
2022-08-18 21;123.16;249.5;37.5
2022-08-18 22;123.51;249.5;37.5
2022-08-18 23;123.74;249.5;37.5
2022-08-19 00;124.09;249.5;37.5
2022-08-19 01;124.06;249.5;37.5
2022-08-19 02;122.34;249.5;37.5
2022-08-19 03;63.99;249.5;37.5
2022-08-19 04;33.15;249.5;37.5
2022-08-19 05;28.12;249.5;37.5
2022-08-19 06;20.75;249.5;37.5
2022-08-19 07;67.14;249.5;37.5
2022-08-19 08;175.85;249.5;37.5
2022-08-19 09;180.94;249.5;37.5
2022-08-19 10;172.57;249.5;37.5
2022-08-19 11;180.87;249.5;37.5
2022-08-19 12;181.72;249.5;37.5
2022-08-19 13;181.31;249.5;37.5
2022-08-19 14;181.02;249.5;37.5
2022-08-19 15;180.06;249.5;37.5
2022-08-19 16;179.89;249.5;37.5
2022-08-19 17;177.31;249.5;37.5
2022-08-19 18;139.76;249.5;37.5
2022-08-19 19;124.68;249.5;37.5
2022-08-19 20;122.6;249.5;37.5
2022-08-19 21;120.92;249.5;37.5
2022-08-19 22;121.69;249.5;37.5
2022-08-19 23;122.01;249.5;37.5
2022-08-20 00;121.61;249.5;37.5
2022-08-20 01;121.89;249.5;37.5
2022-08-20 02;121.97;249.5;37.5
2022-08-20 03;112.15;249.5;37.5
2022-08-20 04;38.05;249.5;37.5
2022-08-20 05;29.5;249.5;37.5
2022-08-20 06;20.33;249.5;37.5
2022-08-20 07;40.44;249.5;37.5
2022-08-20 08;57.63;249.5;37.5
2022-08-20 09;47.04;249.5;37.5
2022-08-20 10;67.94;249.5;37.5
2022-08-20 11;88.22;249.5;37.5
2022-08-20 12;86.64;249.5;37.5
2022-08-20 13;87.37;249.5;37.5
2022-08-20 14;88.54;249.5;37.5
2022-08-20 15;87.17;249.5;37.5
2022-08-20 16;86.39;249.5;37.5
2022-08-20 17;127.86;249.5;37.5
2022-08-20 18;161.79;249.5;37.5
2022-08-20 19;152.62;249.5;37.5
2022-08-20 20;154.04;249.5;37.5
2022-08-20 21;153.64;249.5;37.5
2022-08-20 22;137.48;249.5;37.5
2022-08-20 23;134.91;249.5;37.5
2022-08-21 00;134.5;249.5;37.5
2022-08-21 01;134.28;249.5;37.5
2022-08-21 02;133.88;249.5;37.5
2022-08-21 03;111.69;249.5;37.5
2022-08-21 04;62.34;249.5;37.5
2022-08-21 05;27.82;249.5;37.5
2022-08-21 06;19.56;249.5;37.5
2022-08-21 07;73.43;249.5;37.5
2022-08-21 08;210.38;249.5;37.5
2022-08-21 09;220.82;249.5;37.5
2022-08-21 10;207.25;249.5;37.5
2022-08-21 11;211.66;249.5;37.5
2022-08-21 12;220.59;249.5;37.5
2022-08-21 13;220.59;249.5;37.5
2022-08-21 14;221.12;249.5;37.5
2022-08-21 15;217.15;249.5;37.5
2022-08-21 16;215.41;249.5;37.5
2022-08-21 17;207.4;249.5;37.5
2022-08-21 18;159.96;249.5;37.5
2022-08-21 19;150.82;249.5;37.5
2022-08-21 20;142.17;249.5;37.5
2022-08-21 21;124.66;249.5;37.5
2022-08-21 22;124.64;249.5;37.5
2022-08-21 23;124.89;249.5;37.5
2022-08-22 00;124.95;249.5;37.5
2022-08-22 01;102.51;249.5;37.5
2022-08-22 02;93.67;249.5;37.5
2022-08-22 03;92.61;249.5;37.5
2022-08-22 04;36.09;249.5;37.5
2022-08-22 05;29.11;249.5;37.5
2022-08-22 06;22.32;249.5;37.5
2022-08-22 07;61.59;249.5;37.5
2022-08-22 08;198.29;249.5;37.5
2022-08-22 09;216.24;249.5;37.5
2022-08-22 10;217.39;249.5;37.5
2022-08-22 11;217.76;249.5;37.5
2022-08-22 12;218.66;249.5;37.5
2022-08-22 13;218.9;249.5;37.5
2022-08-22 14;219.92;249.5;37.5
2022-08-22 15;219.36;249.5;37.5
2022-08-22 16;217.53;249.5;37.5
2022-08-22 17;205.45;249.5;37.5
2022-08-22 18;150.58;249.5;37.5
2022-08-22 19;146.54;249.5;37.5
2022-08-22 20;136.09;249.5;37.5
2022-08-22 21;124.48;249.5;37.5
2022-08-22 22;124.14;249.5;37.5
2022-08-22 23;115.67;249.5;37.5
2022-08-23 00;116.01;249.5;37.5
2022-08-23 01;110.33;249.5;37.5
2022-08-23 02;63.13;249.5;37.5
2022-08-23 03;33.69;249.5;37.5
2022-08-23 04;31.62;249.5;37.5
2022-08-23 05;30.45;249.5;37.5
2022-08-23 06;20.87;249.5;37.5
2022-08-23 07;50.64;249.5;37.5
2022-08-23 08;205.09;249.5;37.5
2022-08-23 09;218.48;249.5;37.5
2022-08-23 10;217.78;249.5;37.5
2022-08-23 11;215.94;249.5;37.5
2022-08-23 12;215.45;249.5;37.5
2022-08-23 13;215.33;249.5;37.5
2022-08-23 14;217.76;249.5;37.5
2022-08-23 15;222.41;249.5;37.5
2022-08-23 16;219.3;249.5;37.5
2022-08-23 17;203.86;249.5;37.5
2022-08-23 18;158.34;249.5;37.5
2022-08-23 19;151.43;249.5;37.5
2022-08-23 20;148.76;249.5;37.5
2022-08-23 21;147.73;249.5;37.5
2022-08-23 22;147.41;249.5;37.5
2022-08-23 23;139.97;249.5;37.5
2022-08-24 00;112.46;249.5;37.5
2022-08-24 01;40.88;249.5;37.5
2022-08-24 02;28.01;249.5;37.5
2022-08-24 03;27.7;249.5;37.5
2022-08-24 04;27.39;249.5;37.5
2022-08-24 05;23.82;249.5;37.5
2022-08-24 06;18.07;249.5;37.5
2022-08-24 07;28.67;249.5;37.5
2022-08-24 08;98.39;249.5;37.5
2022-08-24 09;43.35;249.5;37.5
2022-08-24 10;73.26;249.5;37.5
2022-08-24 11;90.19;249.5;37.5
2022-08-24 12;98.69;249.5;37.5
2022-08-24 13;181.03;249.5;37.5
2022-08-24 14;149.49;249.5;37.5
2022-08-24 15;68.01;249.5;37.5
2022-08-24 16;54.93;249.5;37.5
2022-08-24 17;22.88;249.5;37.5
2022-08-24 18;4.61;249.5;37.5
2022-08-24 19;0;249.5;37.5
2022-08-24 20;0;249.5;37.5
2022-08-24 21;0;249.5;37.5
2022-08-24 22;0;249.5;37.5
2022-08-24 23;0;249.5;37.5
2022-08-25 00;0;249.5;37.5
2022-08-25 01;0;249.5;37.5
2022-08-25 02;0;249.5;37.5
2022-08-25 03;0;249.5;37.5
2022-08-25 04;0;249.5;37.5
2022-08-25 05;0;249.5;37.5
2022-08-25 06;0;249.5;37.5
2022-08-25 07;3.44;249.5;37.5
2022-08-25 08;115.3;249.5;37.5
2022-08-25 09;211.48;249.5;37.5
2022-08-25 10;222.47;249.5;37.5
2022-08-25 11;221.86;249.5;37.5
2022-08-25 12;222.15;249.5;37.5
2022-08-25 13;221.72;249.5;37.5
2022-08-25 14;215.21;249.5;37.5
2022-08-25 15;217.13;249.5;37.5
2022-08-25 16;221.56;249.5;37.5
2022-08-25 17;208.6;249.5;37.5
2022-08-25 18;157.86;249.5;37.5
2022-08-25 19;146.46;249.5;37.5
2022-08-25 20;143.91;249.5;37.5
2022-08-25 21;142.67;249.5;37.5
2022-08-25 22;124.78;249.5;37.5
2022-08-25 23;87.45;249.5;37.5
2022-08-26 00;87.23;249.5;37.5
2022-08-26 01;87.23;249.5;37.5
2022-08-26 02;81.13;249.5;37.5
2022-08-26 03;40.87;249.5;37.5
2022-08-26 04;26.71;249.5;37.5
2022-08-26 05;18.49;249.5;37.5
2022-08-26 06;15.58;249.5;37.5
2022-08-26 07;31.8;249.5;37.5
2022-08-26 08;166.65;249.5;37.5
2022-08-26 09;220.6;249.5;37.5
2022-08-26 10;224.26;249.5;37.5
2022-08-26 11;225.11;249.5;37.5
2022-08-26 12;225.51;249.5;37.5
2022-08-26 13;213.29;249.5;37.5
2022-08-26 14;107.94;249.5;37.5
2022-08-26 15;112.7;249.5;37.5
2022-08-26 16;123.57;249.5;37.5
2022-08-26 17;140.12;249.5;37.5
2022-08-26 18;134.91;249.5;37.5
2022-08-26 19;138.95;249.5;37.5
2022-08-26 20;135.9;249.5;37.5
2022-08-26 21;134.68;249.5;37.5
2022-08-26 22;134.34;249.5;37.5
2022-08-26 23;134.3;249.5;37.5
2022-08-27 00;107.19;249.5;37.5
2022-08-27 01;85.65;249.5;37.5
2022-08-27 02;85.97;249.5;37.5
2022-08-27 03;75.64;249.5;37.5
2022-08-27 04;35.37;249.5;37.5
2022-08-27 05;27.41;249.5;37.5
2022-08-27 06;20.12;249.5;37.5
2022-08-27 07;40.06;249.5;37.5
2022-08-27 08;191.5;249.5;37.5
2022-08-27 09;224.51;249.5;37.5
2022-08-27 10;224.36;249.5;37.5
2022-08-27 11;222.73;249.5;37.5
2022-08-27 12;207.11;249.5;37.5
2022-08-27 13;107.43;249.5;37.5
2022-08-27 14;89.86;249.5;37.5
2022-08-27 15;117.57;249.5;37.5
2022-08-27 16;184.26;249.5;37.5
2022-08-27 17;207.16;249.5;37.5
2022-08-27 18;150.23;249.5;37.5
2022-08-27 19;136.72;249.5;37.5
2022-08-27 20;133.93;249.5;37.5
2022-08-27 21;132.47;249.5;37.5
2022-08-27 22;131.05;249.5;37.5
2022-08-27 23;130.22;249.5;37.5
2022-08-28 00;98.99;249.5;37.5
2022-08-28 01;85.63;249.5;37.5
2022-08-28 02;85.5;249.5;37.5
2022-08-28 03;85.37;249.5;37.5
2022-08-28 04;45.61;249.5;37.5
2022-08-28 05;26.87;249.5;37.5
2022-08-28 06;19.43;249.5;37.5
2022-08-28 07;26.24;249.5;37.5
2022-08-28 08;147.52;249.5;37.5
2022-08-28 09;203.05;249.5;37.5
2022-08-28 10;148.28;249.5;37.5
2022-08-28 11;97.43;249.5;37.5
2022-08-28 12;88.36;249.5;37.5
2022-08-28 13;88.52;249.5;37.5
2022-08-28 14;88.09;249.5;37.5
2022-08-28 15;86.12;249.5;37.5
2022-08-28 16;83.51;249.5;37.5
2022-08-28 17;118.33;249.5;37.5
2022-08-28 18;143.45;249.5;37.5
2022-08-28 19;138.4;249.5;37.5
2022-08-28 20;136.16;249.5;37.5
2022-08-28 21;135.26;249.5;37.5
2022-08-28 22;126.45;249.5;37.5
2022-08-28 23;81.65;249.5;37.5
2022-08-29 00;33.59;249.5;37.5
2022-08-29 01;27.93;249.5;37.5
2022-08-29 02;0.04;249.5;37.5
2022-08-29 03;0;249.5;37.5
2022-08-29 04;0;249.5;37.5
2022-08-29 05;0;249.5;37.5
2022-08-29 06;0;249.5;37.5
2022-08-29 07;0;249.5;37.5
2022-08-29 08;6.76;249.5;37.5
2022-08-29 09;27.12;249.5;37.5
2022-08-29 10;65.32;249.5;37.5
2022-08-29 11;83.98;249.5;37.5
2022-08-29 12;86.4;249.5;37.5
2022-08-29 13;86.92;249.5;37.5
2022-08-29 14;87.17;249.5;37.5
2022-08-29 15;73.28;249.5;37.5
2022-08-29 16;59.77;249.5;37.5
2022-08-29 17;60.86;249.5;37.5
2022-08-29 18;24.43;249.5;37.5
2022-08-29 19;0;249.5;37.5
2022-08-29 20;0;249.5;37.5
2022-08-29 21;0;249.5;37.5
2022-08-29 22;0;249.5;37.5
2022-08-29 23;0;249.5;37.5
2022-08-30 00;0;249.5;37.5
2022-08-30 01;0;249.5;37.5
2022-08-30 02;0;249.5;37.5
2022-08-30 03;0;249.5;37.5
2022-08-30 04;0;249.5;37.5
2022-08-30 05;0;249.5;37.5
2022-08-30 06;0;249.5;37.5
2022-08-30 07;0;249.5;37.5
2022-08-30 08;1.63;249.5;37.5
2022-08-30 09;47.39;249.5;37.5
2022-08-30 10;72.87;249.5;37.5
2022-08-30 11;78.38;249.5;37.5
2022-08-30 12;37.19;249.5;37.5
2022-08-30 13;34.56;249.5;37.5
2022-08-30 14;35.71;249.5;37.5
2022-08-30 15;46.67;249.5;37.5
2022-08-30 16;0.18;249.5;37.5
2022-08-30 17;0;249.5;37.5
2022-08-30 18;0;249.5;37.5
2022-08-30 19;0;249.5;37.5
2022-08-30 20;0;249.5;37.5
2022-08-30 21;0;249.5;37.5
2022-08-30 22;0;249.5;37.5
2022-08-30 23;0;249.5;37.5
2022-08-31 00;0;249.5;37.5
2022-08-31 01;0;249.5;37.5
2022-08-31 02;0;249.5;37.5
2022-08-31 03;0;249.5;37.5
2022-08-31 04;0;249.5;37.5
2022-08-31 05;0;249.5;37.5
2022-08-31 06;0;249.5;37.5
2022-08-31 07;0;249.5;37.5
2022-08-31 08;3.25;249.5;37.5
2022-08-31 09;29.58;249.5;37.5
2022-08-31 10;132.18;249.5;37.5
2022-08-31 11;204.07;249.5;37.5
2022-08-31 12;193.77;249.5;37.5
2022-08-31 13;165.04;249.5;37.5
2022-08-31 14;125.9;249.5;37.5
2022-08-31 15;123.66;249.5;37.5
2022-08-31 16;136.09;249.5;37.5
2022-08-31 17;174.31;249.5;37.5
2022-08-31 18;100.46;249.5;37.5
2022-08-31 19;55.85;249.5;37.5
2022-08-31 20;47.54;249.5;37.5
2022-08-31 21;50.71;249.5;37.5
2022-08-31 22;32.33;249.5;37.5
2022-08-31 23;7.93;249.5;37.5
2022-09-01 00;0;249.5;37.5
2022-09-01 01;0;249.5;37.5
2022-09-01 02;0;249.5;37.5
2022-09-01 03;0;249.5;37.5
2022-09-01 04;0;249.5;37.5
2022-09-01 05;0;249.5;37.5
2022-09-01 06;0;249.5;37.5
2022-09-01 07;0.16;249.5;37.5
2022-09-01 08;56.22;249.5;37.5
2022-09-01 09;82.1;249.5;37.5
2022-09-01 10;52.23;249.5;37.5
2022-09-01 11;68.75;249.5;37.5
2022-09-01 12;134.48;249.5;37.5
2022-09-01 13;82.89;249.5;37.5
2022-09-01 14;4.09;249.5;37.5
2022-09-01 15;0;249.5;37.5
2022-09-01 16;0;249.5;37.5
2022-09-01 17;0;249.5;37.5
2022-09-01 18;0;249.5;37.5
2022-09-01 19;0;249.5;37.5
2022-09-01 20;0;249.5;37.5
2022-09-01 21;0;249.5;37.5
2022-09-01 22;0;249.5;37.5
2022-09-01 23;0;249.5;37.5
2022-09-02 00;0;249.5;37.5
2022-09-02 01;0;249.5;37.5
2022-09-02 02;0;249.5;37.5
2022-09-02 03;0;249.5;37.5
2022-09-02 04;0;249.5;37.5
2022-09-02 05;0;249.5;37.5
2022-09-02 06;0;249.5;37.5
2022-09-02 07;0;249.5;37.5
2022-09-02 08;23.55;249.5;37.5
2022-09-02 09;71.15;249.5;37.5
2022-09-02 10;88.26;249.5;37.5
2022-09-02 11;113.67;249.5;37.5
2022-09-02 12;111.4;249.5;37.5
2022-09-02 13;85.79;249.5;37.5
2022-09-02 14;81.22;249.5;37.5
2022-09-02 15;54.68;249.5;37.5
2022-09-02 16;61.43;249.5;37.5
2022-09-02 17;139.63;249.5;37.5
2022-09-02 18;92.19;249.5;37.5
2022-09-02 19;59.24;249.5;37.5
2022-09-02 20;51.39;249.5;37.5
2022-09-02 21;43.3;249.5;37.5
2022-09-02 22;13.87;249.5;37.5
2022-09-02 23;0;249.5;37.5
2022-09-03 00;0;249.5;37.5
2022-09-03 01;0;249.5;37.5
2022-09-03 02;0;249.5;37.5
2022-09-03 03;0;249.5;37.5
2022-09-03 04;0;249.5;37.5
2022-09-03 05;0;249.5;37.5
2022-09-03 06;0;249.5;37.5
2022-09-03 07;2.11;249.5;37.5
2022-09-03 08;101.93;249.5;37.5
2022-09-03 09;168.07;249.5;37.5
2022-09-03 10;111.41;249.5;37.5
2022-09-03 11;96.4;249.5;37.5
2022-09-03 12;93.98;249.5;37.5
2022-09-03 13;98.92;249.5;37.5
2022-09-03 14;81.63;249.5;37.5
2022-09-03 15;87.65;249.5;37.5
2022-09-03 16;102.75;249.5;37.5
2022-09-03 17;126.85;249.5;37.5
2022-09-03 18;95.05;249.5;37.5
2022-09-03 19;58.61;249.5;37.5
2022-09-03 20;58.58;249.5;37.5
2022-09-03 21;55.91;249.5;37.5
2022-09-03 22;56.1;249.5;37.5
2022-09-03 23;55.41;249.5;37.5
2022-09-04 00;47.4;249.5;37.5
2022-09-04 01;28.48;249.5;37.5
2022-09-04 02;0;249.5;37.5
2022-09-04 03;0;249.5;37.5
2022-09-04 04;0;249.5;37.5
2022-09-04 05;0;249.5;37.5
2022-09-04 06;0;249.5;37.5
2022-09-04 07;18.64;249.5;37.5
2022-09-04 08;172.57;249.5;37.5
2022-09-04 09;218;249.5;37.5
2022-09-04 10;220.39;249.5;37.5
2022-09-04 11;219.86;249.5;37.5
2022-09-04 12;219.74;249.5;37.5
2022-09-04 13;212.48;249.5;37.5
2022-09-04 14;216.47;249.5;37.5
2022-09-04 15;222.55;249.5;37.5
2022-09-04 16;220.94;249.5;37.5
2022-09-04 17;205.8;249.5;37.5
2022-09-04 18;154.82;249.5;37.5
2022-09-04 19;155.12;249.5;37.5
2022-09-04 20;155.55;249.5;37.5
2022-09-04 21;153.01;249.5;37.5
2022-09-04 22;153.12;249.5;37.5
2022-09-04 23;153.83;249.5;37.5
2022-09-05 00;153.12;249.5;37.5
2022-09-05 01;114.62;249.5;37.5
2022-09-05 03;42.24;249.5;37.5
2022-09-05 06;0;249.5;37.5
2022-09-05 07;12;249.5;37.5
2022-09-05 08;180.57;249.5;37.5
2022-09-05 09;221.8;249.5;37.5
2022-09-05 10;224.56;249.5;37.5
2022-09-05 11;223.04;249.5;37.5
2022-09-05 12;224.2;249.5;37.5
2022-09-05 13;222.79;249.5;37.5
2022-09-05 14;221.63;249.5;37.5
2022-09-05 15;222.97;249.5;37.5
2022-09-05 16;219.86;249.5;37.5
2022-09-05 17;201.91;249.5;37.5
2022-09-05 18;146.95;249.5;37.5
2022-09-05 19;153.22;249.5;37.5
2022-09-05 20;153.1;249.5;37.5
2022-09-05 21;150.76;249.5;37.5
2022-09-05 22;149.97;249.5;37.5
2022-09-05 23;128.44;249.5;37.5
2022-09-06 00;111.67;249.5;37.5
2022-09-06 01;94.37;249.5;37.5
2022-09-06 02;62.77;249.5;37.5
2022-09-06 03;33.29;249.5;37.5
2022-09-06 04;24.52;249.5;37.5
2022-09-06 05;0;249.5;37.5
2022-09-06 06;0;249.5;37.5
2022-09-06 07;21.3;249.5;37.5
2022-09-06 08;192.28;249.5;37.5
2022-09-06 09;219.43;249.5;37.5
2022-09-06 10;219.72;249.5;37.5
2022-09-06 11;217.78;249.5;37.5
2022-09-06 12;217.53;249.5;37.5
2022-09-06 13;219.44;249.5;37.5
2022-09-06 14;222.18;249.5;37.5
2022-09-06 15;220.69;249.5;37.5
2022-09-06 16;220.78;249.5;37.5
2022-09-06 17;208.21;249.5;37.5
2022-09-06 18;156.23;249.5;37.5
2022-09-06 19;155.26;249.5;37.5
2022-09-06 20;155.03;249.5;37.5
2022-09-06 21;154.69;249.5;37.5
2022-09-06 22;152.74;249.5;37.5
2022-09-06 23;153.42;249.5;37.5
2022-09-07 00;122.06;249.5;37.5
2022-09-07 01;97.6;249.5;37.5
2022-09-07 02;97.49;249.5;37.5
2022-09-07 03;57.08;249.5;37.5
2022-09-07 04;26.68;249.5;37.5
2022-09-07 05;0;249.5;37.5
2022-09-07 06;0;249.5;37.5
2022-09-07 07;28.61;249.5;37.5
2022-09-07 08;179.16;249.5;37.5
2022-09-07 09;216.96;249.5;37.5
2022-09-07 10;193.15;249.5;37.5
2022-09-07 11;184.56;249.5;37.5
2022-09-07 12;187.77;249.5;37.5
2022-09-07 13;161.98;249.5;37.5
2022-09-07 14;149.28;249.5;37.5
2022-09-07 15;143.14;249.5;37.5
2022-09-07 16;115.82;249.5;37.5
2022-09-07 17;123.91;249.5;37.5
2022-09-07 18;87.36;249.5;37.5
2022-09-07 19;86.7;249.5;37.5
2022-09-07 20;85.53;249.5;37.5
2022-09-07 21;86.31;249.5;37.5
2022-09-07 22;75.39;249.5;37.5
2022-09-07 23;34.18;249.5;37.5
2022-09-08 00;27.42;249.5;37.5
2022-09-08 01;27.52;249.5;37.5
2022-09-08 02;27.6;249.5;37.5
2022-09-08 03;7.36;249.5;37.5
2022-09-08 04;0;249.5;37.5
2022-09-08 05;0;249.5;37.5
2022-09-08 06;0;249.5;37.5
2022-09-08 07;20.55;249.5;37.5
2022-09-08 08;150.55;249.5;37.5
2022-09-08 09;212.27;249.5;37.5
2022-09-08 10;197.52;249.5;37.5
2022-09-08 11;195.82;249.5;37.5
2022-09-08 12;196.23;249.5;37.5
2022-09-08 13;195.64;249.5;37.5
2022-09-08 14;203.22;249.5;37.5
2022-09-08 15;209.22;249.5;37.5
2022-09-08 16;200.45;249.5;37.5
2022-09-08 17;177.71;249.5;37.5
2022-09-08 18;150.66;249.5;37.5
2022-09-08 19;148.15;249.5;37.5
2022-09-08 20;149.84;249.5;37.5
2022-09-08 21;149.82;249.5;37.5
2022-09-08 22;149.54;249.5;37.5
2022-09-08 23;150.55;249.5;37.5
2022-09-09 00;150.49;249.5;37.5
2022-09-09 01;124;249.5;37.5
2022-09-09 02;95.85;249.5;37.5
2022-09-09 03;64.02;249.5;37.5
2022-09-09 04;33.44;249.5;37.5
2022-09-09 05;0;249.5;37.5
2022-09-09 06;0;249.5;37.5
2022-09-09 07;22.86;249.5;37.5
2022-09-09 08;186.68;249.5;37.5
2022-09-09 09;198.42;249.5;37.5
2022-09-09 10;189.24;249.5;37.5
2022-09-09 11;201.65;249.5;37.5
2022-09-09 12;219.4;249.5;37.5
2022-09-09 13;222.16;249.5;37.5
2022-09-09 14;210.52;249.5;37.5
2022-09-09 15;178.49;249.5;37.5
2022-09-09 16;175.6;249.5;37.5
2022-09-09 17;156.06;249.5;37.5
2022-09-09 18;117.97;249.5;37.5
2022-09-09 19;116.87;249.5;37.5
2022-09-09 20;116.15;249.5;37.5
2022-09-09 21;116.73;249.5;37.5
2022-09-09 22;116.12;249.5;37.5
2022-09-09 23;95.19;249.5;37.5
2022-09-10 00;74.95;249.5;37.5
2022-09-10 01;61.51;249.5;37.5
2022-09-10 02;45.72;249.5;37.5
2022-09-10 03;32.08;249.5;37.5
2022-09-10 04;31.67;249.5;37.5
2022-09-10 05;11.81;249.5;37.5
2022-09-10 06;0;249.5;37.5
2022-09-10 07;11.29;249.5;37.5
2022-09-10 08;151.21;249.5;37.5
2022-09-10 09;177.99;249.5;37.5
2022-09-10 10;177.98;249.5;37.5
2022-09-10 11;176.51;249.5;37.5
2022-09-10 12;176.72;249.5;37.5
2022-09-10 13;177.05;249.5;37.5
2022-09-10 14;177.82;249.5;37.5
2022-09-10 15;175.61;249.5;37.5
2022-09-10 16;171.62;249.5;37.5
2022-09-10 17;151.07;249.5;37.5
2022-09-10 18;118.75;249.5;37.5
2022-09-10 19;120.07;249.5;37.5
2022-09-10 20;122.56;249.5;37.5
2022-09-10 21;123.31;249.5;37.5
2022-09-10 22;97.36;249.5;37.5
2022-09-10 23;60.04;249.5;37.5
2022-09-11 00;26.07;249.5;37.5
2022-09-11 01;0;249.5;37.5
2022-09-11 02;0;249.5;37.5
2022-09-11 03;0;249.5;37.5
2022-09-11 04;0;249.5;37.5
2022-09-11 05;0;249.5;37.5
2022-09-11 06;0;249.5;37.5
2022-09-11 07;0;249.5;37.5
2022-09-11 08;67.3;249.5;37.5
2022-09-11 09;169.23;249.5;37.5
2022-09-11 10;159.62;249.5;37.5
2022-09-11 11;157.39;249.5;37.5
2022-09-11 12;165.88;249.5;37.5
2022-09-11 13;145.66;249.5;37.5
2022-09-11 14;116.94;249.5;37.5
2022-09-11 15;115.26;249.5;37.5
2022-09-11 16;107.01;249.5;37.5
2022-09-11 17;43.63;249.5;37.5
2022-09-11 18;0;249.5;37.5
2022-09-11 19;0;249.5;37.5
2022-09-11 20;0;249.5;37.5
2022-09-11 21;0;249.5;37.5
2022-09-11 22;0;249.5;37.5
2022-09-11 23;0;249.5;37.5
2022-09-12 00;0;249.5;37.5
2022-09-12 01;0;249.5;37.5
2022-09-12 02;0;249.5;37.5
2022-09-12 03;0;249.5;37.5
2022-09-12 04;0;249.5;37.5
2022-09-12 05;0;249.5;37.5
2022-09-12 06;0;249.5;37.5
2022-09-12 07;0;249.5;37.5
2022-09-12 08;0;249.5;37.5
2022-09-12 09;0;249.5;37.5
2022-09-12 10;15.13;249.5;37.5
2022-09-12 11;30.52;249.5;37.5
2022-09-12 12;23.81;249.5;37.5
2022-09-12 13;1.66;249.5;37.5
2022-09-12 14;0;249.5;37.5
2022-09-12 15;0;249.5;37.5
2022-09-12 16;0;249.5;37.5
2022-09-12 17;0;249.5;37.5
2022-09-12 18;0;249.5;37.5
2022-09-12 19;0;249.5;37.5
2022-09-12 20;0;249.5;37.5
2022-09-12 21;0;249.5;37.5
2022-09-12 22;0;249.5;37.5
2022-09-12 23;0;249.5;37.5
2022-09-13 00;0;249.5;37.5
2022-09-13 01;0;249.5;37.5
2022-09-13 02;0;249.5;37.5
2022-09-13 03;0;249.5;37.5
2022-09-13 04;0;249.5;37.5
2022-09-13 05;0;249.5;37.5
2022-09-13 06;0;249.5;37.5
2022-09-13 07;0;249.5;37.5
2022-09-13 08;0;249.5;37.5
2022-09-13 09;0;249.5;37.5
2022-09-13 10;0;249.5;37.5
2022-09-13 11;0;249.5;37.5
2022-09-13 12;0;249.5;37.5
2022-09-13 13;0.48;249.5;37.5
2022-09-13 14;0;249.5;37.5
2022-09-13 15;0;249.5;37.5
2022-09-13 16;0;249.5;37.5
2022-09-13 17;0;249.5;37.5
2022-09-13 18;0;249.5;37.5
2022-09-13 19;0;249.5;37.5
2022-09-13 20;0;249.5;37.5
2022-09-13 21;0;249.5;37.5
2022-09-13 22;0;249.5;37.5
2022-09-13 23;0;249.5;37.5
2022-09-14 00;0;249.5;37.5
2022-09-14 01;0;249.5;37.5
2022-09-14 02;0;249.5;37.5
2022-09-14 03;0;249.5;37.5
2022-09-14 04;0;249.5;37.5
2022-09-14 05;0;249.5;37.5
2022-09-14 06;0;249.5;37.5
2022-09-14 07;0;249.5;37.5
2022-09-14 08;0;249.5;37.5
2022-09-14 09;0;249.5;37.5
2022-09-14 10;2.6;249.5;37.5
2022-09-14 11;22.77;249.5;37.5
2022-09-14 12;71.59;249.5;37.5
2022-09-14 13;110.66;249.5;37.5
2022-09-14 14;122.09;249.5;37.5
2022-09-14 15;129.13;249.5;37.5
2022-09-14 16;130.63;249.5;37.5
2022-09-14 17;118.49;249.5;37.5
2022-09-14 18;66.36;249.5;37.5
2022-09-14 19;56.89;249.5;37.5
2022-09-14 20;50.19;249.5;37.5
2022-09-14 21;32.91;249.5;37.5
2022-09-14 22;16.4;249.5;37.5
2022-09-14 23;0;249.5;37.5
2022-09-15 00;0;249.5;37.5
2022-09-15 01;0;249.5;37.5
2022-09-15 02;0;249.5;37.5
2022-09-15 03;0;249.5;37.5
